"Id","ActiveUntil","DateRegistered","State","DeviceName","OwnerEmail","MAC","Vlan"
3237,"2022-06-13 14:34:00","2021-12-13 14:34:00",0,"tofu","17173Alyssa.Main@shaw.ca","semiotics-1818835352","Vlan3"
3238,"2022-06-13 14:54:44","2021-12-13 14:54:44",2,"butcher","23182Christina.Young@gmx.com","helvetica-1800881882","Vlan8"
3239,"2022-06-13 14:08:55","2021-12-13 14:08:55",0,"chillwave","7976Raymundo.Robinson@att.com","week-1988230680","Vlan9"
3240,"2022-06-13 14:00:39","2021-12-13 14:00:39",1,"denim","2487Cody.Daeninck@hotmail.com","ethnic-1385751015","Vlan2"
3241,"2022-06-13 14:10:11","2021-12-13 14:10:11",2,"future","8572Mia.Clark@live.com","fanny-267934416","Vlan1"
3242,"2022-06-13 15:01:22","2021-12-13 15:01:22",2,"ennui","24740John.Jenkins@shaw.ca","biodiesel-1635641385","Vlan4"
3243,"2022-06-13 14:16:29","2021-12-13 14:16:29",2,"week","11010James.Bennett@rogers.ca","richardson-1702441093","Vlan7"
3244,"2022-06-13 14:16:51","2021-12-13 14:16:51",0,"point","11116Brianna.Young@shaw.ca","gentrify-1213181639","Vlan10"
3245,"2022-06-13 14:46:29","2021-12-13 14:46:29",0,"pop-up","21035Courtney.MacKenzie@gmail.com","fap-1469443056","Vlan10"
3246,"2022-06-13 15:01:08","2021-12-13 15:01:08",2,"life","24676Julia.Bennett@hotmail.com","thundercats-1498846555","Vlan5"
3247,"2022-06-13 14:43:40","2021-12-13 14:43:40",1,"man","20178Chloe.Henderson@microsoft.com","beer-60651266","Vlan3"
3248,"2022-06-13 14:36:10","2021-12-13 14:36:10",0,"pitchfork","17794Kaitlyn.Thomas@gmx.com","semiotics-1698531631","Vlan5"
3249,"2022-06-13 14:00:28","2021-12-13 14:00:28",1,"Brooklyn","2258Alexis.Scott@microsoft.com","shorts-435400513","Vlan9"
3250,"2022-06-13 14:56:14","2021-12-13 14:56:14",1,"williamsburg","23588Sophia.Phillips@microsoft.com","Lo-fi-1784349160","Vlan3"
3251,"2022-06-13 14:58:26","2021-12-13 14:58:26",1,"pop-up","24083Isaiah.Baker@hotmail.com","marfa-931158214","Vlan6"
3252,"2022-06-13 14:01:26","2021-12-13 14:01:26",2,"pop-up","3436Isabel.Rogers@shaw.ca","occupy-596115921","Vlan3"
3253,"2022-06-13 15:57:26","2021-12-13 15:57:26",1,"DIY","34991David.Yarobi@shaw.ca","hella-1243923789","Vlan9"
3254,"2022-06-13 14:56:28","2021-12-13 14:56:28",2,"food","23638Nicholas.Collins@gmx.com","irony-1389426611","Vlan6"
3255,"2022-06-13 14:50:04","2021-12-13 14:50:04",2,"sold","22003Diedra.Brown@gmail.com","etsy-1769038314","Vlan7"
3256,"2022-06-13 15:11:55","2021-12-13 15:11:55",1,"Vinyl","26964Dylan.Kelly@microsoft.com","hand-1372743462","Vlan9"
3257,"2022-06-13 14:41:19","2021-12-13 14:41:19",0,"truffaut","19445Liberty.Hill@hotmail.com","american-58409831","Vlan7"
3258,"2022-06-13 14:16:20","2021-12-13 14:16:20",2,"echo","10952Gabriel.Simmons@att.com","terry-997955317","Vlan8"
3259,"2022-06-13 14:54:06","2021-12-13 14:54:06",2,"year","23037Danielle.Flores@microsoft.com","ennui-2105785162","Vlan8"
3260,"2022-06-13 14:16:20","2021-12-13 14:16:20",2,"master","10952Gabriel.Simmons@att.com","rights-233408721","Vlan5"
3261,"2022-06-13 14:31:08","2021-12-13 14:31:08",0,"Brooklyn","16300Brandon.Long@shaw.ca","occupy-485454078","Vlan1"
3262,"2022-06-13 14:08:22","2021-12-13 14:08:22",1,"Lo-fi","7699Kiara.Rodriguez@microsoft.com","group-726637532","Vlan3"
3263,"2022-06-13 14:00:49","2021-12-13 14:00:49",0,"high","2754Kaitlyn.Campbell@gmail.com","williamsburg-339446051","Vlan5"
3264,"2022-06-13 14:01:46","2021-12-13 14:01:46",1,"future","3783Emily.Clark@gmx.com","marfa-245820324","Vlan3"
3265,"2022-06-13 15:33:37","2021-12-13 15:33:37",0,"high","31152Elizabeth.Ramirez@att.com","VHS-1023848037","Vlan7"
3266,"2022-06-13 14:20:18","2021-12-13 14:20:18",0,"food","12407Brandon.Miller@microsoft.com","truffaut-323217687","Vlan8"
3267,"2022-06-13 14:04:17","2021-12-13 14:04:17",1,"future","5500Silvia.Rogers@gmail.com","chips-245299032","Vlan4"
3268,"2022-06-13 15:08:46","2021-12-13 15:08:46",1,"wolf","26346Stephen.Thompson@telus.net","thundercats-1919054377","Vlan3"
3269,"2022-06-13 15:02:45","2021-12-13 15:02:45",0,"marfa","25021Jesse.Diaz@microsoft.com","them-1384019748","Vlan9"
3270,"2022-06-13 15:20:35","2021-12-13 15:20:35",0,"them","28722Amanda.Bell@live.com","company-167383810","Vlan9"
3271,"2022-06-13 15:12:42","2021-12-13 15:12:42",1,"PBR","27138Ryan.Getzlaff@shaw.ca","truffaut-1206219620","Vlan10"
3272,"2022-06-13 14:00:08","2021-12-13 14:00:08",1,"apparel","1753Samantha.Nelson@hotmail.com","belly-1510402735","Vlan9"
3273,"2022-06-13 14:00:43","2021-12-13 14:00:43",1,"probably","2605Hannah.Stewart@telus.net","narwhal-921405936","Vlan1"
3274,"2022-06-13 15:03:13","2021-12-13 15:03:13",1,"pickled","25095Jordan.Peterson@shaw.ca","kale-231750276","Vlan4"
3275,"2022-06-13 14:32:55","2021-12-13 14:32:55",0,"batch","16849Michelle.Coleman@live.com","park-505740536","Vlan9"
3276,"2022-06-13 15:18:58","2021-12-13 15:18:58",1,"mumblecore","28375Paige.Choi@gmx.com","vegan-1675649249","Vlan4"
3277,"2022-06-13 15:59:11","2021-12-13 15:59:11",2,"authentic","35236Ella.Iginla@hotmail.com","shorts-1866930906","Vlan6"
3278,"2022-06-13 15:38:39","2021-12-13 15:38:39",1,"forage","31982Victorina.Hughes@att.com","selvage-1653801837","Vlan1"
3279,"2022-06-13 14:15:39","2021-12-13 14:15:39",1,"DIY","10683Kimberly.Howard@rogers.ca","richardson-898324491","Vlan4"
3280,"2022-06-13 14:04:27","2021-12-13 14:04:27",1,"carles","5621Mackenzie.Harris@microsoft.com","way-2132278565","Vlan5"
3281,"2022-06-13 15:25:45","2021-12-13 15:25:45",1,"whatever","29751Alexandra.Hill@live.com","Pop-up-594609159","Vlan2"
3282,"2022-06-13 14:17:35","2021-12-13 14:17:35",1,"park","11429Jordan.Walker@att.com","beer-1582851357","Vlan10"
3283,"2022-06-13 14:28:33","2021-12-13 14:28:33",2,"booth","15519Ryan.King@att.com","odd-1490477469","Vlan2"
3284,"2022-06-13 14:00:35","2021-12-13 14:00:35",1,"park","2376Bryce.Brandzin@shaw.ca","park-1579277330","Vlan3"
3285,"2022-06-13 14:15:56","2021-12-13 14:15:56",0,"party","10786Hannah.Ward@hotmail.com","batch-353054473","Vlan4"
3286,"2022-06-13 14:06:11","2021-12-13 14:06:11",0,"week","6539Laura.Harris@telus.net","Four-120604242","Vlan6"
3287,"2022-06-13 14:16:20","2021-12-13 14:16:20",1,"keffiyeh","10952Gabriel.Simmons@att.com","jean-1785907408","Vlan1"
3288,"2022-06-13 15:11:39","2021-12-13 15:11:39",2,"small","26908Logan.Barnes@live.com","american-2127797444","Vlan1"
3289,"2022-06-13 14:22:27","2021-12-13 14:22:27",2,"skateboard","13354Stephen.Lee@live.com","loko-31342197","Vlan9"
3290,"2022-06-13 15:21:07","2021-12-13 15:21:07",0,"booth","28838Megan.Kelly@att.com","DIY-1896224800","Vlan7"
3291,"2022-06-13 14:16:51","2021-12-13 14:16:51",0,"richardson","11116Brianna.Young@shaw.ca","Messenger-911199582","Vlan9"
3292,"2022-06-13 14:04:22","2021-12-13 14:04:22",0,"raw","5552Erin.Martinez@rogers.ca","richardson-1322983671","Vlan7"
3293,"2022-06-13 14:25:05","2021-12-13 14:25:05",2,"post-ironic","14258Alexa.Murphy@telus.net","apparel-1102192091","Vlan7"
3294,"2022-06-13 14:20:46","2021-12-13 14:20:46",1,"shorts","12651Claire.Morgan@shaw.ca","park-382165629","Vlan7"
3295,"2022-06-13 14:56:01","2021-12-13 14:56:01",0,"vegan","23536Olivia.Taylor@gmx.com","artisan-1356907848","Vlan6"
3296,"2022-06-13 14:11:48","2021-12-13 14:11:48",1,"pour-over","9234Alexa.Nelson@telus.net","next-47227045","Vlan6"
3297,"2022-06-13 15:29:32","2021-12-13 15:29:32",0,"fanny","30371Morgan.Hill@live.com","life-1895173569","Vlan5"
3298,"2022-06-13 14:37:00","2021-12-13 14:37:00",2,"art","18086Alejandro.Diaz@microsoft.com","batch-1091604251","Vlan1"
3299,"2022-06-13 14:19:40","2021-12-13 14:19:40",0,"of","12124Blake.James@hotmail.com","shorts-1649936386","Vlan7"
3300,"2022-06-13 14:20:39","2021-12-13 14:20:39",0,"raw","12581Jason.Robinson@microsoft.com","readymade-559961754","Vlan7"
3301,"2022-06-13 15:44:40","2021-12-13 15:44:40",1,"trade","32902Madison.Parker@telus.net","you-710938696","Vlan4"
3302,"2022-06-13 14:29:50","2021-12-13 14:29:50",2,"polaroid","15945Chase.Morris@hotmail.com","art-1073492675","Vlan6"
3303,"2022-06-13 14:02:32","2021-12-13 14:02:32",2,"party","4404Stephanie.Yarobi@rogers.ca","fap-1234494735","Vlan7"
3304,"2022-06-13 14:13:43","2021-12-13 14:13:43",2,"probably","9890Jasmine.Williams@live.com","etsy-1328889869","Vlan10"
3305,"2022-06-13 14:18:43","2021-12-13 14:18:43",1,"marfa","11806Sean.Peterson@gmx.com","Leggings-117901749","Vlan4"
3306,"2022-06-13 15:57:26","2021-12-13 15:57:26",1,"polaroid","34991David.Yarobi@shaw.ca","carles-1523521943","Vlan7"
3307,"2022-06-13 13:59:49","2021-12-13 13:59:49",0,"echo","1035Cameron.Timms@gmx.com","hella-594057691","Vlan6"
3308,"2022-06-13 15:49:38","2021-12-13 15:49:38",0,"before","33716Taylor.Carter@att.com","VHS-1136194873","Vlan6"
3309,"2022-06-13 15:12:42","2021-12-13 15:12:42",2,"fixie","27138Ryan.Getzlaff@shaw.ca","vice-945623297","Vlan7"
3310,"2022-06-13 14:38:31","2021-12-13 14:38:31",1,"heard","18619Chase.Miller@live.com","problem-1807202620","Vlan3"
3311,"2022-06-13 14:06:27","2021-12-13 14:06:27",0,"of","6694Stephanie.Howard@rogers.ca","out-2107313817","Vlan9"
3312,"2022-06-13 14:37:30","2021-12-13 14:37:30",2,"level","18247Paige.Edwards@hotmail.com","party-2104879937","Vlan1"
3313,"2022-06-13 14:11:17","2021-12-13 14:11:17",2,"vice","9047Lauren.Olsen@live.com","you-245512504","Vlan4"
3314,"2022-06-13 15:48:03","2021-12-13 15:48:03",1,"park","33429Autumn.Pitt@hotmail.com","odd-735809902","Vlan9"
3315,"2022-06-13 14:12:21","2021-12-13 14:12:21",1,"ennui","9400Colby.Clark@live.com","occupy-2010888314","Vlan8"
3316,"2022-06-13 15:23:30","2021-12-13 15:23:30",2,"park","29312Mackenzie.Miller@gmail.com","gastropub-1628906072","Vlan6"
3317,"2022-06-13 15:19:14","2021-12-13 15:19:14",2,"raw","28429Sarah.Jenkins@gmx.com","fanny-1099612282","Vlan10"
3318,"2022-06-13 14:02:38","2021-12-13 14:02:38",0,"apparel","4459Victoria.Peterson@gmx.com","place-1510851701","Vlan6"
3319,"2022-06-13 15:24:18","2021-12-13 15:24:18",2,"haven't","29476Kelly.Rivera@rogers.ca","batch-1133971724","Vlan7"
3320,"2022-06-13 15:57:45","2021-12-13 15:57:45",0,"point","35043Shelby.Gomes@microsoft.com","sweater-1954471188","Vlan1"
3321,"2022-06-13 14:30:51","2021-12-13 14:30:51",0,"narwhal","16239Mikayla.Perry@hotmail.com","Lomo-1404705832","Vlan6"
3322,"2022-06-13 14:00:22","2021-12-13 14:00:22",1,"butcher","2164Amber.Bennett@rogers.ca","retro-1137804543","Vlan2"
3323,"2022-06-13 15:13:12","2021-12-13 15:13:12",1,"narwhal","27222Jasmine.Diaz@shaw.ca","authentic-619335274","Vlan3"
3324,"2022-06-13 14:15:30","2021-12-13 14:15:30",1,"richardson","10629Victor.King@microsoft.com","life-208580142","Vlan1"
3325,"2022-06-13 15:34:20","2021-12-13 15:34:20",0,"odd","31250Benjamin.Tellies@live.com","art-845602493","Vlan5"
3326,"2022-06-13 14:44:02","2021-12-13 14:44:02",2,"helvetica","20290Isaac.Pitt@gmx.com","Tofu-713449492","Vlan4"
3327,"2022-06-13 13:59:44","2021-12-13 13:59:44",1,"american","793David.MacKenzie@rogers.ca","tofu-76002218","Vlan10"
3328,"2022-06-13 15:51:16","2021-12-13 15:51:16",2,"farm-to-table","33974Anna.Roberts@microsoft.com","synth-1953922756","Vlan10"
3329,"2022-06-13 15:07:17","2021-12-13 15:07:17",0,"group","26048Vanessa.Lewis@gmail.com","beer-58064398","Vlan3"
3330,"2022-06-13 14:01:33","2021-12-13 14:01:33",2,"park","3554Patrick.Evans@rogers.ca","whatever-764883047","Vlan3"
3331,"2022-06-13 14:21:01","2021-12-13 14:21:01",0,"man","12757Elijah.Williams@microsoft.com","denim-1727413069","Vlan2"
3332,"2022-06-13 15:38:58","2021-12-13 15:38:58",2,"case","32033Isabella.MacDonald@gmx.com","viral-1792680325","Vlan8"
3333,"2022-06-13 14:44:13","2021-12-13 14:44:13",0,"part","20350Amber.Rodriguez@hotmail.com","echo-867089447","Vlan1"
3334,"2022-06-13 14:37:00","2021-12-13 14:37:00",0,"dreamcatcher","18086Alejandro.Diaz@microsoft.com","biodiesel-522401945","Vlan4"
3335,"2022-06-13 13:59:43","2021-12-13 13:59:43",1,"Ethnic","735Julian.Martinez@microsoft.com","day-743339294","Vlan10"
3336,"2022-06-13 15:15:12","2021-12-13 15:15:12",0,"you","27668Leslie.Verstraete@hotmail.com","occupy-2121177799","Vlan10"
3337,"2022-06-13 14:42:45","2021-12-13 14:42:45",2,"you","19897Jonathan.Hughes@microsoft.com","Iphone-261669310","Vlan10"
3338,"2022-06-13 14:13:25","2021-12-13 14:13:25",1,"biodiesel","9772Mary.Robinson@microsoft.com","freegan-914633715","Vlan1"
3339,"2022-06-13 14:06:17","2021-12-13 14:06:17",2,"mixtape","6581Aaron.Alexander@microsoft.com","kogi-2028304674","Vlan8"
3340,"2022-06-13 14:25:32","2021-12-13 14:25:32",2,"DIY","14403Briana.Timms@live.com","ennui-1414491172","Vlan4"
3341,"2022-06-13 13:59:43","2021-12-13 13:59:43",0,"womn","735Julian.Martinez@microsoft.com","Swag-1104099223","Vlan10"
3342,"2022-06-13 15:15:12","2021-12-13 15:15:12",0,"park","27668Leslie.Verstraete@hotmail.com","it-158179101","Vlan4"
3343,"2022-06-13 14:16:29","2021-12-13 14:16:29",0,"tofu","11010James.Bennett@rogers.ca","fixie-420530101","Vlan8"
3344,"2022-06-13 14:26:07","2021-12-13 14:26:07",2,"polaroid","14607Brendan.Pearson@gmx.com","terry-1247203456","Vlan4"
3345,"2022-06-13 14:05:50","2021-12-13 14:05:50",0,"post-ironic","6287Lindsey.Bailey@att.com","freegan-1082422853","Vlan5"
3346,"2022-06-13 13:59:49","2021-12-13 13:59:49",2,"art","1035Cameron.Timms@gmx.com","kogi-2136476938","Vlan3"
3347,"2022-06-13 14:27:34","2021-12-13 14:27:34",0,"freegan","15198Nathan.Jackson@microsoft.com","dreamcatcher-2066421241","Vlan10"
3348,"2022-06-13 14:34:44","2021-12-13 14:34:44",2,"day","17365Brandon.Powell@hotmail.com","post-ironic-1531546640","Vlan10"
3349,"2022-06-13 14:30:39","2021-12-13 14:30:39",1,"butcher","16193Katelyn.Cox@telus.net","pour-over-601761344","Vlan6"
3350,"2022-06-13 14:00:02","2021-12-13 14:00:02",1,"pour-over","1529Sara.Jones@att.com","stumptown-1095025011","Vlan1"
3351,"2022-06-13 14:15:39","2021-12-13 14:15:39",1,"a","10683Kimberly.Howard@rogers.ca","apparel-731302620","Vlan3"
3352,"2022-06-13 14:30:01","2021-12-13 14:30:01",0,"Gluten-free","16001Marcus.Morris@rogers.ca","richardson-995628088","Vlan1"
3353,"2022-06-13 15:07:52","2021-12-13 15:07:52",0,"next","26181Carlos.Young@att.com","gentrify-543433882","Vlan1"
3354,"2022-06-13 15:53:39","2021-12-13 15:53:39",2,"etsy","34359Hettie.Stewart@gmail.com","wolf-440090514","Vlan5"
3355,"2022-06-13 14:00:02","2021-12-13 14:00:02",2,"wayfarers","1529Sara.Jones@att.com","ennui-865217230","Vlan3"
3356,"2022-06-13 14:39:33","2021-12-13 14:39:33",2,"of","18917Cathey.Henderson@gmail.com","fap-1350049799","Vlan6"
3357,"2022-06-13 14:42:56","2021-12-13 14:42:56",2,"street","19961Alyssa.Ross@hotmail.com","synth-769913555","Vlan4"
3358,"2022-06-13 15:39:19","2021-12-13 15:39:19",2,"richardson","32085Judi.Butler@live.com","small-165509974","Vlan3"
3359,"2022-06-13 15:37:23","2021-12-13 15:37:23",2,"echo","31755Nathan.Russell@telus.net","group-952330324","Vlan5"
3360,"2022-06-13 15:06:48","2021-12-13 15:06:48",1,"artisan","25921Joel.Turner@att.com","world-751176936","Vlan6"
3361,"2022-06-13 14:59:07","2021-12-13 14:59:07",1,"Tofu","24261Spencer.Lewis@att.com","echo-157360113","Vlan9"
3362,"2022-06-13 14:55:35","2021-12-13 14:55:35",0,"locavore","23401Matthew.Mitchell@telus.net","high-568408581","Vlan4"
3363,"2022-06-13 14:01:26","2021-12-13 14:01:26",0,"you","3436Isabel.Rogers@shaw.ca","occupy-1268957320","Vlan3"
3364,"2022-06-13 14:20:53","2021-12-13 14:20:53",2,"cosby","12700Brandon.Sanchez@hotmail.com","booth-747808353","Vlan6"
3365,"2022-06-13 14:41:08","2021-12-13 14:41:08",2,"retro","19376Claire.Collins@telus.net","fap-973226038","Vlan2"
3366,"2022-06-13 14:00:47","2021-12-13 14:00:47",1,"of","2694Trevor.Wood@att.com","Polaroid-680771622","Vlan10"
3367,"2022-06-13 14:10:35","2021-12-13 14:10:35",1,"mustache","8706Leslie.Hughes@live.com","bird-416606203","Vlan10"
3368,"2022-06-13 14:07:48","2021-12-13 14:07:48",1,"art","7423Kermit.Jenkins@shaw.ca","out-1982857284","Vlan7"
3369,"2022-06-13 14:38:41","2021-12-13 14:38:41",1,"denim","18689Milissa.Roberts@hotmail.com","part-879221096","Vlan6"
3370,"2022-06-13 15:24:18","2021-12-13 15:24:18",1,"fanny","29476Kelly.Rivera@rogers.ca","Pop-up-224058731","Vlan4"
3371,"2022-06-13 14:20:39","2021-12-13 14:20:39",0,"party","12581Jason.Robinson@microsoft.com","denim-1298955828","Vlan8"
3372,"2022-06-13 14:00:05","2021-12-13 14:00:05",1,"work","1635Jeremy.Mitchell@live.com","sweater-1400731362","Vlan8"
3373,"2022-06-13 15:43:55","2021-12-13 15:43:55",2,"pinterest","32803Cary.Getzlaff@gmx.com","selvage-770120504","Vlan4"
3374,"2022-06-13 14:13:58","2021-12-13 14:13:58",2,"truffaut","9990Khalilah.Sanchez@hotmail.com","forage-106757724","Vlan8"
3375,"2022-06-13 15:10:41","2021-12-13 15:10:41",1,"messenger","26752Aaron.Bennett@rogers.ca","artisan-1487608468","Vlan2"
3376,"2022-06-13 15:12:57","2021-12-13 15:12:57",2,"tofu","27180Thomas.Kelly@gmx.com","a-366694883","Vlan7"
3377,"2022-06-13 14:08:00","2021-12-13 14:08:00",2,"batch","7531Alexa.Morgan@gmx.com","master-1984591508","Vlan6"
3378,"2022-06-13 14:34:11","2021-12-13 14:34:11",1,"viral","17221Cassandra.Allen@microsoft.com","readymade-961259696","Vlan7"
3379,"2022-06-13 14:12:59","2021-12-13 14:12:59",2,"shorts","9636Kandra.Long@microsoft.com","Lo-fi-1566012122","Vlan9"
3380,"2022-06-13 14:00:37","2021-12-13 14:00:37",1,"Cardigan","2429Kyle.Walker@live.com","pinterest-2071040798","Vlan1"
3381,"2022-06-13 14:35:06","2021-12-13 14:35:06",2,"probably","17476Andrew.Cooper@microsoft.com","bird-1852354455","Vlan7"
3382,"2022-06-13 14:33:15","2021-12-13 14:33:15",0,"VHS","16953Matthew.Lewis@shaw.ca","Marfa-1645623209","Vlan9"
3383,"2022-06-13 15:18:58","2021-12-13 15:18:58",2,"terry","28375Paige.Choi@gmx.com","freegan-1099092423","Vlan7"
3384,"2022-06-13 14:29:20","2021-12-13 14:29:20",2,"way","15804Shelby.King@gmx.com","marfa-43311345","Vlan9"
3385,"2022-06-13 14:42:56","2021-12-13 14:42:56",2,"cray","19961Alyssa.Ross@hotmail.com","mlkshk-779895092","Vlan2"
3386,"2022-06-13 14:29:50","2021-12-13 14:29:50",0,"post-ironic","15945Chase.Morris@hotmail.com","photo-235496055","Vlan10"
3387,"2022-06-13 14:09:02","2021-12-13 14:09:02",0,"gastropub","8027Kiara.Torres@microsoft.com","street-313927130","Vlan1"
3388,"2022-06-13 14:03:42","2021-12-13 14:03:42",0,"vice","5050Alexis.Anderson@gmx.com","booth-942483073","Vlan7"
3389,"2022-06-13 14:25:22","2021-12-13 14:25:22",2,"truffaut","14354Kelly.Thompson@hotmail.com","bespoke-1343954938","Vlan4"
3390,"2022-06-13 14:17:59","2021-12-13 14:17:59",0,"messenger","11514Gabriella.Mitchell@live.com","tofu-425603677","Vlan1"
3391,"2022-06-13 14:37:10","2021-12-13 14:37:10",2,"ennui","18138Jennifer.Verstraete@rogers.ca","batch-1766318778","Vlan3"
3392,"2022-06-13 14:05:50","2021-12-13 14:05:50",0,"future","6287Lindsey.Bailey@att.com","art-1708592679","Vlan1"
3393,"2022-06-13 14:02:20","2021-12-13 14:02:20",2,"truffaut","4241Jessica.Hayes@telus.net","cosby-45166142","Vlan1"
3394,"2022-06-13 13:59:43","2021-12-13 13:59:43",2,"gastropub","693Victoria.Moore@gmx.com","bag-183402780","Vlan9"
3395,"2022-06-13 15:42:04","2021-12-13 15:42:04",2,"life","32532Leslie.Alexander@gmail.com","pour-over-1356561836","Vlan1"
3396,"2022-06-13 14:40:36","2021-12-13 14:40:36",2,"bespoke","19227Nathaniel.Radcliff@telus.net","Ethnic-2117559998","Vlan6"
3397,"2022-06-13 15:23:46","2021-12-13 15:23:46",0,"ethnic","29374Brandon.Richardson@gmail.com","child-187727145","Vlan6"
3398,"2022-06-13 15:22:10","2021-12-13 15:22:10",2,"vinyl","29060Jack.Kelly@att.com","ethnic-159882002","Vlan9"
3399,"2022-06-13 14:01:15","2021-12-13 14:01:15",2,"heard","3237Emma.Hill@rogers.ca","park-592619113","Vlan8"
3400,"2022-06-13 14:03:24","2021-12-13 14:03:24",2,"high","4839Natalie.Wilson@live.com","fanny-1002440443","Vlan1"
3401,"2022-06-13 14:09:54","2021-12-13 14:09:54",2,"belly","8454Madeline.Ward@gmx.com","haven't-2126940644","Vlan7"
3402,"2022-06-13 14:36:20","2021-12-13 14:36:20",1,"VHS","17845Nathaniel.Patterson@gmx.com","salvia-1451789165","Vlan9"
3403,"2022-06-13 14:44:36","2021-12-13 14:44:36",1,"world","20461Sofia.Alexander@att.com","bespoke-1819059699","Vlan6"
3404,"2022-06-13 15:01:58","2021-12-13 15:01:58",0,"butcher","24855Kayla.Davis@live.com","denim-18284360","Vlan5"
3405,"2022-06-13 15:15:12","2021-12-13 15:15:12",0,"jean","27668Leslie.Verstraete@hotmail.com","rights-1056242220","Vlan10"
3406,"2022-06-13 15:44:40","2021-12-13 15:44:40",0,"mumblecore","32902Madison.Parker@telus.net","art-1818533235","Vlan7"
3407,"2022-06-13 14:48:50","2021-12-13 14:48:50",2,"trust","21656Caitlin.MacDonald@microsoft.com","cleanse-1613568243","Vlan8"
3408,"2022-06-13 15:24:35","2021-12-13 15:24:35",0,"jean","29528Elizabeth.Hughes@shaw.ca","world-174388885","Vlan10"
3409,"2022-06-13 15:21:07","2021-12-13 15:21:07",2,"etsy","28838Megan.Kelly@att.com","bag-1249172854","Vlan6"
3410,"2022-06-13 14:01:46","2021-12-13 14:01:46",1,"bag","3783Emily.Clark@gmx.com","street-256529594","Vlan4"
3411,"2022-06-13 15:33:16","2021-12-13 15:33:16",1,"richardson","31081Nicholas.Perry@shaw.ca","farm-to-table-1503000282","Vlan3"
3412,"2022-06-13 14:57:29","2021-12-13 14:57:29",0,"wayfarers","23866Jasmine.Gonzalez@att.com","butcher-1532969418","Vlan8"
3413,"2022-06-13 15:31:54","2021-12-13 15:31:54",0,"Messenger","30863Cody.Phillips@gmail.com","denim-1912171812","Vlan1"
3414,"2022-06-13 14:46:41","2021-12-13 14:46:41",1,"master","21093Briana.Cooper@shaw.ca","chips-1962383403","Vlan9"
3415,"2022-06-13 14:45:44","2021-12-13 14:45:44",0,"odd","20827Spencer.Johnson@att.com","odd-1894477980","Vlan8"
3416,"2022-06-13 15:03:27","2021-12-13 15:03:27",1,"Tofu","25158Caroline.Foster@hotmail.com","master-488023076","Vlan2"
3417,"2022-06-13 15:27:24","2021-12-13 15:27:24",2,"photo","30018Cole.Jones@att.com","it-1590789564","Vlan6"
3418,"2022-06-13 14:11:30","2021-12-13 14:11:30",1,"heard","9139Melissa.Howard@hotmail.com","pop-up-6387221","Vlan3"
3419,"2022-06-13 14:05:10","2021-12-13 14:05:10",0,"semiotics","5889Alyssa.Rogers@telus.net","child-2062684866","Vlan2"
3420,"2022-06-13 14:46:18","2021-12-13 14:46:18",0,"life","20989Elijah.Phillips@live.com","williamsburg-1399454993","Vlan2"
3421,"2022-06-13 14:54:57","2021-12-13 14:54:57",1,"pickled","23247Katie.Morris@att.com","kale-506906956","Vlan4"
3422,"2022-06-13 14:18:35","2021-12-13 14:18:35",1,"godard","11742Emily.Flores@gmail.com","vinyl-1908556439","Vlan1"
3423,"2022-06-13 14:51:31","2021-12-13 14:51:31",0,"retro","22369John.Rodriguez@att.com","truck-2087726997","Vlan6"
3424,"2022-06-13 15:18:25","2021-12-13 15:18:25",1,"american","28283Leslie.Hernandez@live.com","whatever-1599936513","Vlan4"
3425,"2022-06-13 14:51:31","2021-12-13 14:51:31",0,"brooklyn","22369John.Rodriguez@att.com","shoreditch-499739629","Vlan10"
3426,"2022-06-13 15:32:52","2021-12-13 15:32:52",2,"they","31031Ava.Bailey@live.com","stumptown-2081347251","Vlan5"
3427,"2022-06-13 14:14:18","2021-12-13 14:14:18",2,"pour-over","10101Jacob.Price@rogers.ca","farm-to-table-392928647","Vlan5"
3428,"2022-06-13 15:00:19","2021-12-13 15:00:19",2,"bespoke","24510Vanessa.Sanders@rogers.ca","dreamcatcher-1783578754","Vlan4"
3429,"2022-06-13 15:03:27","2021-12-13 15:03:27",1,"pork","25158Caroline.Foster@hotmail.com","high-1197354724","Vlan10"
3430,"2022-06-13 14:03:46","2021-12-13 14:03:46",1,"park","5109Antonio.Bennett@microsoft.com","pork-1167395950","Vlan6"
3431,"2022-06-13 14:00:07","2021-12-13 14:00:07",0,"mustache","1694Leah.Morris@shaw.ca","photo-649272402","Vlan10"
3432,"2022-06-13 15:31:54","2021-12-13 15:31:54",2,"carles","30863Cody.Phillips@gmail.com","Umami-776778715","Vlan6"
3433,"2022-06-13 14:22:39","2021-12-13 14:22:39",0,"ethnic","13402Jessica.Jenkins@live.com","Marfa-769731260","Vlan7"
3434,"2022-06-13 15:00:04","2021-12-13 15:00:04",1,"forage","24448Petronila.Main@gmail.com","man-1741804130","Vlan5"
3435,"2022-06-13 15:22:42","2021-12-13 15:22:42",1,"readymade","29167Jorge.Jackson@telus.net","of-2099056401","Vlan9"
3436,"2022-06-13 15:15:28","2021-12-13 15:15:28",2,"level","27718Blake.Timms@rogers.ca","park-1957454490","Vlan2"
3437,"2022-06-13 14:11:02","2021-12-13 14:11:02",0,"tofu","8930Alexandra.Perez@att.com","mixtape-977737126","Vlan2"
